id_shortcode,text,topic,label
Cm9CcFtvRlj,"💧[APAKAH TANDON AIR PERLU DIBERSIHKAN SECARA BERKALA?]💧

Tandon air merupakan tempat penampunya air yang biasa digunakan masyarakat pada umumnya. Akan tetapi, keberadaannya di tempat yang tinggi dan dalam keadaan tertutup sering kali terabaikan perawatan maupun kebersihannya. 

Sebenarnya, apakah perlu tandon air dibersihkan secara berkala? Berikut ulasannya....

Ingin membersihkan tandon anda?
Hubungi UNIAQUA sekarang juga

karena AIR BERSIH ITU PENTING

#infopku",Environment,NEUTRAL
Cu6HJR5v3xu,"Jaga Bumi Kita, Cintai Diri Kita! Bersama, kita bisa memberikan perubahan. 🌍💚

Tahukah kamu? Teknologi manusia menyumbang sekitar 70% dari total emisi gas rumah kaca di seluruh dunia, yang menyebabkan pemanasan global dan perubahan iklim. 📊

Ayo bergerak menuju masa depan yang berkelanjutan:

🌱 Tolak penggunaan plastik sekali pakai.
🌿 Melindungi lingkungan adalah tanggung jawab kita.
🚆 Gunakan transportasi umum untuk mengurangi polusi.
☀️ Mengadopsi energi terbarukan untuk hari esok yang lebih hijau.
♻️ Pisahkan sampahmu, langkah kecil dengan dampak besar.

Jadilah pahlawan perubahan, ambil tindakan hari ini, dan tinggalkan jejak positif bagi generasi mendatang. Bersama-sama, kita dapat menciptakan dunia yang lebih baik! 💪💚

@***.fest @***
#SelamatkanBumi 
#CintaLingkungan 
#AksiIklim 
#JadilahPerubahan 
#BergabunglahUntukKehidupanLebihHijau
#EnvifestHMKLUnsri2023
#lombaposternasional
#HMKLFKMUnsri
#KesehatanLingkungan
#Envifest3",Climate change,POSITIVE
CrUpLt3Jck4,"Bumi kita adalah rumah kita dan kita harus melindunginya! Mari kita bertanggung jawab dan bekerja menuju Bumi yang lebih hijau dan terhindar dari sampah plastik!

CV. Sinar Indah Plastic
Jl. Raya Rancaekek KM 25,2
Bandung, Jawa Barat

#SinarIndahPlastic #daurulangplastik #daurulang #recycle #recycling #sampahplastik #plasticrecycling #plastic #daurulangplastik #bijiplastik #plastictrash #sampahplastik #bijiplastikdaurulang #pabrikplastik #plastikinjection #haribumi",Waste,POSITIVE
CtECGiwu9bX,"IWWEF yang diselenggarakan PERPAMSI dan didukung oleh kementerian dan lembaga terkait, pada akhirnya bertujuan mendorong pembangunan Sistem Penyediaan Air Minum (SPAM) dan Sistem Pengelolaan Air Limbah Domestik (SPALD) yang lebih baik.

Ikuti dan sukseskan IWWEF PERPAMSI di Hotel Bidakara Jakarta, 6-8 Juni 2023.

#PERPAMSI
#IWWEF2023
#AirMinum
#AirLimbah",Waste,POSITIVE
Cs-G6U6JAWC,"Beberapa pekan lalu, Griya Luhu diwakili Alfina bersama dengan Pemerintah Desa Kertha dan KKP Desa Kertha melakukan rapat koordinasi untuk menentukan agenda sosialisasi ke sekolah dasar yang ada di Desa Kertha.

#lingkungan #banksampah #griyaluhu #bank #sampah #digital #banksampahdigitalgriyaluhu #anorganik #plastik #bali #kelola #daurulang #recycle #3R #waste #management #plastics",Waste,NEUTRAL
CwOsQt7pPMN,"Pemerintah baru-baru ini dilaporkan akan melonggarkan aturan dengan menghapus ketentuan persyaratan bahwa proyek tenaga surya harus menggunakan mayoritas bahan yang diproduksi di dalam negeri atau Tingkat Kandungan Dalam Negeri (TKDN) sekitar 60 persen hingga 2025.

Pertimbangan menghapus ketentuan tersebut karena oleh Pemerintah dan PLN dianggap menghambat pengembangan Energi Baru Terbarukan (EBT). Seperti diketahui, PLN sudah memberikan proyek tenaga surya kepada swasta dengan TKDN sekitar 60 persen tapi memang belum ada yang bisa memenuhi.

Berita terupdate dan aktual selengkapnya hanya di Koran-Jakarta.com!

-

#koranjakarta #EBT #PLN #energi #listrik #tenagasurya #gogreen #newsupdate",Energy,NEGATIVE
CFgfhroprFX,"Ketika Bos Adaro Curhat Soal Bisnis Batu Bara di Tengah Pandemi 🤷
_
Menteri ESDM Arifin Tasrif menjelaskan dampak pandemi Covid-19 memicu penurunan kebutuhan batu bara di pasar global.
_
Kinerja ekspor batu bara Juli 2020 susut 10,52% dibandingkan realisasi pada periode sama tahun lalu yang mencapai 266 juta ton.
_
Volume ekspor batu bara hingga Juli 2020 cuma mencapai 238 juta ton. Nilainya pun anjlok 18,04% dari US$12,36 miliar menjadi US$10,13 miliar.
_
Nah, Bos Adaro Energy Boy Thohir curhat soal kondisi yang bikin fluktuasi harga batu bara dan bagaimana agar pihaknya tetap dapat survive.
_
Kalau menurut Be-emers, kira-kira bakal seperti apa ya kinerja emiten batu bara ke depannya? Apalagi pengembangan energi terbarukan kian menggeliat aja nih. 🤔
_
#Adaro #ADRO #AdaroEnergy #BoyThohir #GaribaldiThohir #EmitenBatuBara #BatuBara #IndustriBatuBara #HargaBatuBara #BelajarInvestasi #InvestorPemula",Energy,NEGATIVE
CsBoEVRPO_2,"Polusi udara menjadi salah satu masalah yang harus diatasi di Indonesia karena bisa menyebabkan penyakit kepada masyarakat. Kenapa sih polusi udara dapat terjadi? Yuk simak penjelasannya di dalam postingan tersebut

#informasi #ilmu #polusiudara",Pollution,NEUTRAL
CvoOqHdB7wv,"Setiap langkah menuju energi terbarukan, pengelolaan limbah yang cerdas, dan pengurangan emisi adalah langkah kecil menuju perubahan besar. Kami percaya, dengan kolaborasi dan kesadaran bersama, kita bisa mencapai masa depan yang lebih cerah dan berkelanjutan.

#Axo #LaboratoriumLingkungan #GreenTechnology #LingkunganHijau #EnergiTerbarukan #LimbahCerdas #GoGreen #BumiHijau #Sustainability #HijaukanBumi #GreenFuture",Energy,POSITIVE
Cetl34IPmQk,"Pencemaran tidak hanya dapat terjadi pada air dan udara, namun juga pada tanah. Keberadaan limbah rumah tangga, industri, serta penggunaan pestisida yang berlebihan ikut mempengaruhi struktur tanah dan tanaman yang tumbuh di atasnya.
•
Limbah terbagi menjadi dua, yaitu yang diakibatkan dari kumpulan sampah organik serta anorganik. Meski sampah organik seperti bagian tumbuhan, hewan, dan kertas dapat diuraikan oleh mikroorganisme tanah (dekomposer), namun bila jumlahnya terlalu banyak, maka tetap saja dapat mempengaruhi kualitas tanah.
•
Sebagai contoh, di wilayah Desa Kupuk, Kecamatan Bungkal, Jawa Timur, terdapat area yang dijadikan tempat pembuangan limbah jamu oleh warga sekitar. Karena panas berlebih, maka memicu pembentukan api dari dalam tanah.
•
Pestisida memiliki nama lain biosida, yaitu bahan kimia yang diciptakan untuk membunuh organisme. Penggunaan pestisida secara berlebihan tanpa perhitungan dan perencanaan yang baik tidak hanya sekadar berdampak pada pencemaran tanah, namun juga turut membunuh organisme nontarget, seperti cacing tanah dan dekomposer lainnya. Hal yang sama juga akan terjadi ketika limbah kimia dari industri merembes ke dalam tanah.
•
Upaya untuk memulihkan atau membersihkan tanah dari bahan pencemar dikenal dengan nama remediasi. Proses ini dapat dilakukan dengan dua cara, yaitu secara in-situ dan ex-situ.
•
Remediasi di tempat asalnya (in-situ) dapat menggunakan bantuan organisme hidup seperti bakteri dan jamur (bioremediasi) atau menggunakan tanaman (fitoremediasi). Sedangkan, remediasi ex-situ dilakukan dengan cara membawa tanah untuk kemudian diberi zat pembersih dan dikeluarkan zat pencemarnya.
•
Sumber: Beritajatim. (2019). Tanah di Ponorogo yang Keluarkan Bara Api Pernah Jadi Pembuangan Limbah Jamu | Pujiyanto, Sri. (2012). Menjelajah Dunia Biologi 1. Solo: Platinum
•
#negerirempah #jalurrempah #rempahrempah #rempahnusantara #spicerouteid #spiceroute #pencemarantanah #pencemaran #limbah #remediasi",Environment,NEGATIVE
Csc4B3eJzP5,"Walau hanya tumpukan sampah, Anda bisa memanfaatkannya menjadi peluang bisnis yang menguntungkan lho.

Selain limbah daur ulang yang sudah disebutkan, kira-kira limbah apa lagi ya yang bisa didaur ulang?

#idebisnis #bisnis #bisnisdaurulang #daurulang #smefi #smefinanceindonesia #modalkerja #modalusaha",Waste,POSITIVE
CqxIqQkpZE2,"Pemerintah terus menggaungkan untuk mengejar target Emisi Nol Bersih atau Net Zero Emission (NZE) pada tahun 2060 atau lebih cepat, Menteri Energi dan Sumber Daya Mineral (ESDM) Arifin Tasrif mengatakan Indonesia akan menghasilkan 1,5 giga ton CO2 pada tahun 2060.

""Nilai emisi tersebut terjadi apabila kita hanya melakukan business as usual tanpa ada upaya untuk bergeser menggunakan energi yang lebih ramah lingkungan,"" ungkap Arifin pada side event forum B20 Summit, Signing Agreement B20 Task Force, Sustainability & Climate Business Action di Nusa Dua Bali, Minggu (13/11).

Salah satu upaya yang dilakukan menurutnya adalah dengan beralih menggunakan kendaraan listrik, yang mana kendaraan listrik tidak mengeluarkan emisi gas buang sehingga lebih ramah lingkungan.

@***.cems @***.cems @***.cems 

#cems #IoT #emisi #nolemisi",Pollution,POSITIVE
Crxt3ePy69p,"بسم الله
Assalamualaikum Wr. Wb.  Nama : Najwa Putri Amaliya
No. Absen : 21
Kelas : X.9
Sekolah : SMAN 1 DUKUHWARU Penyebab pencemaran air adalah sampah juga menjadi penyebab air tercemar.

Dampak pencemaran air adalah berakibat pada erosi

Penanggulangan pencemaran air adalah Kesadaran yang terus ditumbuhkan dalam diri kita untuk lebih mencintai lingkungan, menjaga kelestarian lingkungan, sumber daya alam, dalam hal ini air dengan lebih baik dari sebelumnya juga bisa mencegah bahkan menanggulangi pencemaran air.  #Poster
#Tugas
#Pembelajaran
#PembelajaranBiologi
#Pencemaran
#PencemaranLingkungan
#PencemaranTanah
#PencemaranAir
#PencemaranUdara
#PencemaranSuara
#SMAN1Dukuhwaru
#SMANDUK
#SMANDUKbrownis
#SMANDUKcemerlang
#SMANDUKpemnelajaran
#SMANDUKposter
#SMANDUKpencemaran
#SMANDUKpencemaranlingkungan
#SMANDUKinfo
#BTposter
#BTpembelajaran
#BTpencemaran
#BTpencemaranlingkungan
#BTpencemarantanah
#BTpencemaranair
#BTpencemaranudara
#BTpencemaransuara
#13Tinfo",Environment,POSITIVE
CvBl07WRWA5,"Xiulin Ruan, seorang profesor Universitas Purdue, sebenarnya tidak berencana masuk Guinness Book of Record ketika dia memulai eksperimen membuat jenis cat baru. Dia punya tujuan yang lebih mulia: mendinginkan bangunan tanpa membakar Bumi. 

Pada tahun 2020, dr. Ruan dan timnya meluncurkan kreasi mereka: sejenis cat putih yang dapat berfungsi sebagai reflektor, memantulkan 95 persen sinar matahari menjauh dari permukaan bumi, menembus atmosfer dan ke luar angkasa.

Beberapa bulan kemudian, mereka mengumumkan formulasi yang lebih manjur dan dapat meningkatkan pantulan sinar matahari hingga 98 persen dan dapat membuat permukaan sebanyak 8 derajat Fahrenheit lebih dingin daripada suhu udara sekitar pada tengah hari, dan hingga 19 derajat lebih dingin pada malam hari, mengurangi suhu di dalam gedung dan mengurangi kebutuhan AC sebanyak 40 persen. Terasa sejuk saat disentuh, bahkan di bawah terik matahari. kata Ruan. Tidak seperti AC, cat tidak membutuhkan energi, dan tidak menghangatkan udara luar.

✏️ : NY Times
📹 : museumofscience

#boloiklim #krisisiklim #arkomjatim #surabaya",Climate change,POSITIVE
Cs_Mxu3JQNn,".
Sebagai tuan rumah pertemuan GCF, kami memperlihatkan kepada dunia betapa
pentingnya pelestarian hutan Papua sebagai salah satu paru-paru dunia.

Kami bersemangat menghadirkan delegasi internasional untuk menikmati keindahan alam
dan kekayaan budaya Papua. Mari bersama-sama mengatasi tantangan perubahan iklim
dan membangun masa depan yang hijau dan berkelanjutan. Yuk, sambut pertemuan GCF
tahun 2023 dengan semangat positif dan aksi nyata! 🌿󰙣

#jayapuraGCF2023 #pelestarianlingkungan #perubahaniklim #hutanpapua
#masadepanhijau #janjapua",Climate change,POSITIVE
Cq7hucOrq8y,"Berikut beberapa hal yang umum terkait pemeliharaan PLTS:

-Pembersihan modul surya
-Pemerikasaan sistem kabel
-Pemauntauan kinerja PLTS
-Pemeriksaan inverter
-Pemeriksaan sistem penyimpanan
-Perawatan struktur fisik
-Pelatihan & keamanan operator atau personel yang bertanggung jawab

#plts #pltsatap 
#tenagasurya #ebt #energimandiri 
#tenagasuryaindonesia",Energy,NEUTRAL
Ctno3P6RBiv,"Halo teman-teman! Selamat datang di konten Inpirli hari ini✨ 
Kali ini kita akan sama-sama melihat salah satu kegiatan positif lainnya yang ada di Inpirli, kira-kira kegiatan apa sih🤔??

Yap! Kegiatannya adalah seputar program lingkungan dengan tema Bank Sampah.
Cuss kita simak postingan di atas🙆🏻‍♀️

Melalui program ini kita diajak untuk terlibat dan menyadari bahwa tindakan kecil yang kita lakukan dapat memberikan dampak besar, misalnya dengan kita mulai memilah dan menyimpan sampah di Bank Sampah. Bersama, kita bisa menciptakan masa depan yang lebih bersih dan berkelanjutan. Sebab, kebersihan dan keberlanjutan lingkungan adalah kewajiban setiap individu.

Yuk, bersama kita mulai berbenah untuk mencapai perubahan yang signifikan dan mewujudkan lingkungan yang lebih baik.

#BankSampah #DaurUlang #LingkunganHijau #BumiLebihBaik #BergerakBersama #PeduliLingkungan#tamaninpirlisemarang #tpbis #dinasarsipdanperpustakaankotasemarang #semarang #semarangsemakinhebat #lampertengah #perpusnas #BergerakBersama #inpirlimantap #semaranghebat",Waste,POSITIVE
CwO7vCwyZJ-,"Hutan Kita Institute (HaKI) berkolaborasi dengan Universitas Sumatera Selatan dan Institute for Essential Service Reform (IESR) tentang transisi energi. 

Kali ini, Goes to campus untuk Launching Perpustakaan Energi Bersih dan Talkshow Membumikan Energi Bersih di Sumsel. 

Ikutan yuk, ☝

#energibersih
#sumsel 
#universitassumateraselatan 
#iesr
#transisienergi
#goestocampus",Energy,POSITIVE
CsfUVqUBvZS,"Dampak polusi udara di lingkungan kita bisa berpengaruh bagi kesehatan kita juga loh, Maka dari itu yuk bantu jaga Udara di sekitar kita, dengan setidaknya mulai mengurangi penggunaan kendaraan pribadi dan jangan lupa untuk selalu pakai masker ya Sobat PR!
.
Dikutip dari berbagai sumber

#PikiranRakyat #PRMN #polusi #polusiudara #pencemaranudara #globalwarming #oksigen",Pollution,NEUTRAL
CqvLuuiB9ME,"Masalah air limbah di Indonesia baik limbah domestik maupun air limbah industri sampai saat ini masih menjadi masalah yang serius. Air limbah domestik adalah air yang berasal dari usaha atau kegiatan permukiman, rumah makan, perkantoran, perniagaan, apartemen, dan perumahan. Beberapa bentuk dari air limbah ini berupa tinja, air seni, limbah kamar mandi, dan juga sisa kegiatan dapur rumah tangga. penyebab terjadinya pencemaran dapat berupa masuknya mahluk hidup, zat, energi atau komponen lain ke dalam air sehingga menyebabkan kualitas air tercemar.

Selengkapnya baca di 👉 ***URL*** terimakasih yang sudah follow 👉 @***

#terasmedia_net
#terasmedia
#airlimbah",Waste,NEGATIVE
CwNF5fDvsJo,"#SobatSDEMP, Direktorat Sumber Daya Energi, Mineral dan Pertambangan Kementerian PPN/Bappenas telah melaksanakan acara joint planning workshop bersama dengan Deutsche Gesselschaft für Internationalle Zusammenarbeit (GIZ) Indonesia yang berlangsung pada Rabu (26/7) hingga Kamis (27/7).

Membuka acara tersebut, Nizhar Marizi selaku Direktur Sumber Daya Energi, Mineral dan Pertambangan Kementerian PPN/Bappenas menyampaikan bahwa workshop ini ditujukan untuk menyusun rencana kerja bersama dalam rangka mengukur dampak dari rencana transisi energi terutama untuk perekonomian daerah yang berfokus di Provinsi Kalimantan Timur dan Provinsi Sumatera Selatan.

Dalam acara workshop, terbagi kedalam empat sesi topik pembahasan terkait program IKI JET dimulai dari tren kebijakan global dan nasional tentang transisi energi dan konsep IKI JET, potensi dampak transisi energi pada wilayah penghasil batubara, transformasi ekonomi regional yang inklusif, dan diakhiri dengan topik implementasi langkah-langkah transformasi ekonomi lokal. 

Indonesia mengharapkan pertumbuhan ekonomi yang secara paralel menurunkan emisi. Melalui program IKI JET, diharapkan dapat membantu pelaksanaan pembangunan yang lebih memerhatikan daya dukung dan daya tampung lingkungan atau ekonomi hijau.

#DirektoratSDEMP #KementerianPPNBappenas
#LiputanEBT #TransisiEnergi #MembangunIndonesia",Energy,POSITIVE
Cr7VLFgvYRl,"APA AKIBATNYA JIKA KENDARAAN LAMA TIDAK DIPANASI

Idealnya, mobil yang lama tidak dipakai itu harus dipanaskan setiap 2 hari sekali atau minimal seminggu sekali. Tidak hanya sekadar memanaskan, pemilik mobil juga dianjurkan untuk sesekali menjalankan mobil tersebut meski hanya sekitar rumah saja.

Tapi bagaimana jadinya bila mobil dibiarkan begitu saja dan tidak dipanasi ?, Kalau mobil tidak dipanaskan dan tidak dijalankan sama sekali, biasanya yang pertama itu aki akan drop atau soak. Lemah atau matinya aki tersebut,  akibat hilangnya arus listrik karena mobil tidak pernah dipanaskan. Setiap harinya, komponen aki akan mengalami pengurangan daya sebesar 3 persen apabila mobil tidak pernah dipanaskan.

Oleh karena itu, guna mencegah terjadinya hal Tersebut, Maka pemilik mobil rutin memanaskan mobilnya dan sesekali membawanya jalan meski hanya di sekitar rumah.

Untuk keperluan darurat aki, Bapak/Ibu cukup hubungi AIS AKI SLEMAN#2 dan #KamiDelivery ke lokasi Bapak/Ibu. 

AIS AKI GROUP
***URL***

AIS AKI SLEMAN#2 
Jl. Magelang KM 8 (Depan Balai Desa Sendangadi), Mlati, Sleman

Kontak:
***URL***

CS : 
***URL***

Jam Operasional
Senin-Minggu =07.00 s.d 17.00

#YukKonsul #AisAkiGroup #RawatAki #HematListrik #Panelsurya #Panelsuryajogja #Tokoaki #Tokoakijogja #TokoAkiSemarang #Aki  #battery #VRLA #AkiVRLA #Darurataki #DeliveryAki #AisAki #Mobil #Otomotif #AisAkiJogja #AisAkiSleman #AisAkiBantul #AisAkiSleman2 #AisAkiSemarang #Cepat #Solutif #Bersahabat",Energy,NEUTRAL
CtlTXQpLIA2,"Menjelajah jauh di lautan data untuk mengungkap cerita di balik kualitas air. 🌊💧✨ Memahami data adalah kunci, dan dengan dataset kualitas air ini, kami mengeksplorasi informasi yang berharga untuk melindungi lingkungan yang kita cintai. 💙🌍

dataset kaggle: ""water quality"" 

Apa saja sih yang bisa di pelajari tentang kualitas air yang layak berdasarkan dengan dataset yang ada.
Kami mencoba mengeksplorasi dan mencari hubungan antar data yang ada. 
#EksplorasiData #AnalisisData #KualitasAir #KelestarianLingkungan 
#DataAnalytics #AnalisisData
#EksplorasiData #InsightData
#BigData #MachineLearning
#KualitasData #DataDriven
#DecisionMaking #BusinessIntelligence #VisualisasiData #DataVisualization #DataScience #Statistik
#PemrosesanData #data",Environment,POSITIVE
